|Posición|Descripcion|conc
1942|340212|Agentes de superficie orgánicos, catiónicos, incl. acondicionados para la venta al por menor ...|340212 - Agentes de superficie orgánicos, catiónicos, incl. acondicionados para la venta al por menor ...
1943|340213|Agentes de superficie orgánicos, no iónicos, incl. acondicionados para la venta al por menor ...|340213 - Agentes de superficie orgánicos, no iónicos, incl. acondicionados para la venta al por menor ...
1944|340219|Agentes de superficie orgánicos, incl. acondicionados para la venta al por menor (exc. aniónicos, ...|340219 - Agentes de superficie orgánicos, incl. acondicionados para la venta al por menor (exc. aniónicos, ...
1945|340220|Preparaciones tensoactivas, preparaciones para lavar, incl. las preparaciones auxiliares de ...|340220 - Preparaciones tensoactivas, preparaciones para lavar, incl. las preparaciones auxiliares de ...
1946|340290|Preparaciones tensoactivas, preparaciones para lavar, incl. las preparaciones auxiliares de ...|340290 - Preparaciones tensoactivas, preparaciones para lavar, incl. las preparaciones auxiliares de ...
1947|340311|Preparaciones para tratamiento de materia textil, cueros y pieles, peletería u otras materias, ...|340311 - Preparaciones para tratamiento de materia textil, cueros y pieles, peletería u otras materias, ...
1948|340319|Preparaciones lubricantes, incl. los aceites de corte, las preparaciones para aflojar tuercas, ...|340319 - Preparaciones lubricantes, incl. los aceites de corte, las preparaciones para aflojar tuercas, ...
1949|340391|Preparaciones para tratamiento de materia textil, cueros y pieles, peletería u otras materias, ...|340391 - Preparaciones para tratamiento de materia textil, cueros y pieles, peletería u otras materias, ...
1950|340399|Preparaciones lubricantes, incl. los aceites de corte, las preparaciones para aflojar tuercas, ...|340399 - Preparaciones lubricantes, incl. los aceites de corte, las preparaciones para aflojar tuercas, ...
1951|340410|Cera de lignito modificado químicamente|340410 - Cera de lignito modificado químicamente
1952|340420|"Cera de poli""oxietileno"" [polietilenglicol]"|"340420 - Cera de poli""oxietileno"" [polietilenglicol]"
1953|340490|"Ceras artificiales y ceras preparadas, excl. las ceras para lacrar y cera de poli""oxietileno"" ..."|"340490 - Ceras artificiales y ceras preparadas, excl. las ceras para lacrar y cera de poli""oxietileno"" ..."
1954|340510|Betunes, cremas y preparaciones simil. para el calzado o para el cuero y pieles, incl. papel, ...|340510 - Betunes, cremas y preparaciones simil. para el calzado o para el cuero y pieles, incl. papel, ...
1955|340520|Encáusticos y preparaciones simil. para la conservación de muebles de madera, parqués u otras ...|340520 - Encáusticos y preparaciones simil. para la conservación de muebles de madera, parqués u otras ...
1956|340530|"Abrillantadores ""lustres"" y preparaciones simil. para carrocerías, incl. papel, guata, fieltro, ..."|"340530 - Abrillantadores ""lustres"" y preparaciones simil. para carrocerías, incl. papel, guata, fieltro, ..."
1957|340540|Pastas, polvos y demás preparaciones para fregar, incl. papel, guata, fieltro, tela sin tejer, ...|340540 - Pastas, polvos y demás preparaciones para fregar, incl. papel, guata, fieltro, tela sin tejer, ...
1958|340590|"Abrillantadores ""lustres"" para vidrio o metal, incl. papel, guata, fieltro, tela sin tejer, ..."|"340590 - Abrillantadores ""lustres"" para vidrio o metal, incl. papel, guata, fieltro, tela sin tejer, ..."
1959|340600|Velas, cirios y artículos similares|340600 - Velas, cirios y artículos similares
1960|340700|Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones ...|340700 - Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones ...
1961|350110|Caseína|350110 - Caseína
1962|350190|Caseinatos y otros derivados de la caseína; colas de caseína (exc. ??acondicionadas para la ...|350190 - Caseinatos y otros derivados de la caseína; colas de caseína (exc. ??acondicionadas para la ...
1963|350211|"Ovoalbúmina seca ""p.ej. en hojas, escamas, cristales, polvos"""|"350211 - Ovoalbúmina seca ""p.ej. en hojas, escamas, cristales, polvos"""
1964|350219|"Ovoalbúmina (exc. seca ""p.ej. en hojas, escamas, cristales, polvos"")"|"350219 - Ovoalbúmina (exc. seca ""p.ej. en hojas, escamas, cristales, polvos"")"
1965|350220|Lactoalbúmina, incl. los concentrados de dos o más proteínas del lactosuero, con un contenido ...|350220 - Lactoalbúmina, incl. los concentrados de dos o más proteínas del lactosuero, con un contenido ...
1966|350290|Albúminas, albuminatos y demás derivados de las albúminas (excepto la albúmina de huevo y albúmina ...|350290 - Albúminas, albuminatos y demás derivados de las albúminas (excepto la albúmina de huevo y albúmina ...
1967|350300|Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la ...|350300 - Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la ...
1968|350400|Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni ...|350400 - Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni ...
1969|350510|Dextrina, almidones y féculas pregelatinizados o esterificados y demás almidones o féculas ...|350510 - Dextrina, almidones y féculas pregelatinizados o esterificados y demás almidones o féculas ...
1970|350520|Colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados (exc. acondicionadas ...|350520 - Colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados (exc. acondicionadas ...
1971|350610|Productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta ...|350610 - Productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta ...
1972|350691|Adhesivos a base de polímeros de las subpartidas 3901 a 3913 o de caucho (exc. acondicionados ...|350691 - Adhesivos a base de polímeros de las subpartidas 3901 a 3913 o de caucho (exc. acondicionados ...
1973|350699|Colas y demás adhesivos preparados, n.c.o.p.|350699 - Colas y demás adhesivos preparados, n.c.o.p.
1974|350710|Cuajo y sus concentrados|350710 - Cuajo y sus concentrados
1975|350790|Enzimas y preparaciones enzimáticas, n.c.o.p. (exc. cuajo y sus concentrados)|350790 - Enzimas y preparaciones enzimáticas, n.c.o.p. (exc. cuajo y sus concentrados)
1976|360100|Pólvora|360100 - Pólvora
1977|360200|Explosivos preparados (excepto la pólvora)|360200 - Explosivos preparados (excepto la pólvora)
1978|360300|Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores ...|360300 - Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores ...
1979|360410|Artículos para fuegos artificiales|360410 - Artículos para fuegos artificiales
1980|360490|Cohetes de señales o granífugos y simil., petardos y demás artículos de pirotecnia (exc. cartuchos ...|360490 - Cohetes de señales o granífugos y simil., petardos y demás artículos de pirotecnia (exc. cartuchos ...
1981|360500|Fósforos (cerillas) (excepto los artículos de pirotecnia de la partida 3604)|360500 - Fósforos (cerillas) (excepto los artículos de pirotecnia de la partida 3604)
1982|360610|Combustibles líquidos y gases combustibles licuados en recipientes de los tipos utilizados ...|360610 - Combustibles líquidos y gases combustibles licuados en recipientes de los tipos utilizados ...
1983|360690|Ferrocerio y demás aleaciones pirofóricas en cualquier forma; metaldehído, hexametilenotetramina ...|360690 - Ferrocerio y demás aleaciones pirofóricas en cualquier forma; metaldehído, hexametilenotetramina ...
1984|370110|Placas y películas planas, sensibilizadas, sin impresionar, para rayos X (exc. de papel, de ...|370110 - Placas y películas planas, sensibilizadas, sin impresionar, para rayos X (exc. de papel, de ...
1985|370120|Películas planas autorrevelables, sensibilizadas, sin impresionar, incl. en cargadores|370120 - Películas planas autorrevelables, sensibilizadas, sin impresionar, incl. en cargadores
1986|370130|Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, en las que por lo ...|370130 - Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, en las que por lo ...
1987|370191|Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, para fotografía en ...|370191 - Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, para fotografía en ...
1988|370199|Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, para fotografía en ...|370199 - Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, para fotografía en ...
1989|370210|Películas en rollos, sensibilizadas, sin impresionar, para rayos X (exc. de papel, de cartón ...|370210 - Películas en rollos, sensibilizadas, sin impresionar, para rayos X (exc. de papel, de cartón ...
1990|370220|Películas autorrevelables en rollos, sensibilizadas, sin impresionar|370220 - Películas autorrevelables en rollos, sensibilizadas, sin impresionar
1991|370231|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370231 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1992|370232|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370232 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1993|370239|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370239 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1994|370241|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370241 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1995|370242|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370242 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1996|370243|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370243 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1997|370244|Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...|370244 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, sin perforar, de anchura ...
1998|370251|Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...|370251 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...
1999|370252|Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...|370252 - Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...
2000|370253|Películas fotográficas en rollos, sensibilizadas, sin impresionar, perforadas, para fotografía ...|370253 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, perforadas, para fotografía ...
2001|370254|Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...|370254 - Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...
2002|370255|Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...|370255 - Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...
2003|370256|Películas fotográficas en rollos, sensibilizadas, sin impresionar, perforadas, para fotografía ...|370256 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, perforadas, para fotografía ...
2004|370291|Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...|370291 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...
2005|370292|Las demas peliculas para fotografia de anchura inferior o igual a 16 mm y longitud superio|370292 - Las demas peliculas para fotografia de anchura inferior o igual a 16 mm y longitud superio
2006|370293|Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...|370293 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...
2007|370294|Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...|370294 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...
2008|370295|Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...|370295 - Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón ...
2009|370296|Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...|370296 - Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...
2010|370297|Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...|370297 - Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...
2011|370298|Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...|370298 - Películas fotográficas, sensibilizadas, en rollos, sin impresionar, con perforaciones, para ...
2012|370310|Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar, en rollos de anchura ...|370310 - Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar, en rollos de anchura ...
2013|370320|Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar, para fotografía en ...|370320 - Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar, para fotografía en ...
2014|370390|Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar, para fotografía en ...|370390 - Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar, para fotografía en ...
2015|370400|Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar|370400 - Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar
2016|370500|Placas y películas, fotográficas, impresionadas y reveladas, excepto las cinematográficas (filmes)|370500 - Placas y películas, fotográficas, impresionadas y reveladas, excepto las cinematográficas (filmes)
2017|370510|Placas y películas, fotográficas, impresionadas y reveladas, para la reproducción offset (exc. ...|370510 - Placas y películas, fotográficas, impresionadas y reveladas, para la reproducción offset (exc. ...
2018|370520|Microfilmes, impresionados y revelados (exc. para la reproducción offset)|370520 - Microfilmes, impresionados y revelados (exc. para la reproducción offset)
2019|370590|Platos y películas fotográficas, expuestas o desarrolladas (exc. productos hechos de papel, ...|370590 - Platos y películas fotográficas, expuestas o desarrolladas (exc. productos hechos de papel, ...
2020|370610|"Películas cinematográficas ""filmes"", impresionadas y reveladas, con registro de sonido o sin ..."|"370610 - Películas cinematográficas ""filmes"", impresionadas y reveladas, con registro de sonido o sin ..."
2021|370690|"Películas cinematográficas ""filmes"", impresionadas y reveladas, con registro de sonido o sin ..."|"370690 - Películas cinematográficas ""filmes"", impresionadas y reveladas, con registro de sonido o sin ..."
2022|370710|Emulsiones para sensibilizar superficies, para usos fotográficos|370710 - Emulsiones para sensibilizar superficies, para usos fotográficos
2023|370790|Preparaciones químicas para uso fotográfico y productos sin mezclar para uso fotográfico, dosificados ...|370790 - Preparaciones químicas para uso fotográfico y productos sin mezclar para uso fotográfico, dosificados ...
2024|380110|Grafito artificial (exc. grafito de retorta o carbón de retorta, productos a base de grafito ...|380110 - Grafito artificial (exc. grafito de retorta o carbón de retorta, productos a base de grafito ...
2025|380120|Grafito coloidal o semicoloidal|380120 - Grafito coloidal o semicoloidal
2026|380130|Pastas carbonosas para electrodos y pastas simil. para el revestimiento interior de hornos|380130 - Pastas carbonosas para electrodos y pastas simil. para el revestimiento interior de hornos
2027|380190|Preparaciones a base de grafito u otros carbonos, en pasta, bloques, plaquitas u otras semimanufacturas ...|380190 - Preparaciones a base de grafito u otros carbonos, en pasta, bloques, plaquitas u otras semimanufacturas ...
2028|380210|Carbón activado (exc. con el carácter de medicamento o acondicionados para la venta al por ...|380210 - Carbón activado (exc. con el carácter de medicamento o acondicionados para la venta al por ...
2029|380290|Kieselguhr activado y demás materias minerales naturales activadas; negro de origen animal, ...|380290 - Kieselguhr activado y demás materias minerales naturales activadas; negro de origen animal, ...
2030|380300|Tall oil, incluso refinado|380300 - Tall oil, incluso refinado
2031|380400|Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas ...|380400 - Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas ...
2032|380510|"Esencia de trementina, de madera de pino o de pasta celulósica al sulfato ""sulfato de trementina"""|"380510 - Esencia de trementina, de madera de pino o de pasta celulósica al sulfato ""sulfato de trementina"""
2033|380520|Aceite de pino con alfa-terpineol como componente principal|380520 - Aceite de pino con alfa-terpineol como componente principal
2034|380590|Dipentano bruto, sulfato turpentano y otras paracimanos brutas, aceites terpanicos producidos ...|380590 - Dipentano bruto, sulfato turpentano y otras paracimanos brutas, aceites terpanicos producidos ...
2035|380610|Colofonia y ácidos resínicos|380610 - Colofonia y ácidos resínicos
2036|380620|Sales de colofonias, de ácidos resínicos o de derivados de colofonias o de ácidos resínicos ...|380620 - Sales de colofonias, de ácidos resínicos o de derivados de colofonias o de ácidos resínicos ...
2037|380630|Gomas éster|380630 - Gomas éster
2038|380690|Derivados de colofonia, incl. las sales de aductos de colofonias, o de ácidos resínicos; esencia ...|380690 - Derivados de colofonia, incl. las sales de aductos de colofonias, o de ácidos resínicos; esencia ...
2039|380700|Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta ...|380700 - Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta ...
2040|380810|Insecticidas, presentados en formas o en envases para la venta al por menor o como preparaciones ...|380810 - Insecticidas, presentados en formas o en envases para la venta al por menor o como preparaciones ...
2041|380820|Fungicidas, presentados en formas o en envases para la venta al por menor o como preparaciones ...|380820 - Fungicidas, presentados en formas o en envases para la venta al por menor o como preparaciones ...
2042|380830|Herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, presentados ...|380830 - Herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, presentados ...
2043|380840|Desinfectantes y productos simil., presentados en formas o en envases para la venta al por ...|380840 - Desinfectantes y productos simil., presentados en formas o en envases para la venta al por ...
2044|380850|Productos de la partida 3808 que contiene uno o más de las sustancias siguientes: aldrina (ISO); ...|380850 - Productos de la partida 3808 que contiene uno o más de las sustancias siguientes: aldrina (ISO); ...
2045|380852|DDT (ISO) (clofenotano (DCI)), acondicionado en envases con un contenido en peso neto inferior ...|380852 - DDT (ISO) (clofenotano (DCI)), acondicionado en envases con un contenido en peso neto inferior ...
2046|380859|Productos de la partida 3808 que contengan una o más de las siguientes sustancias: alaclor ...|380859 - Productos de la partida 3808 que contengan una o más de las siguientes sustancias: alaclor ...
2047|380861|Acondicionados en envases con un contenido en peso neto inferior o igual a 300 g|380861 - Acondicionados en envases con un contenido en peso neto inferior o igual a 300 g
2048|380862|Acondicionados en envases con un contenido en peso neto superior a 300 g pero inferior o igual ...|380862 - Acondicionados en envases con un contenido en peso neto superior a 300 g pero inferior o igual ...
2049|380869|"Productos de la partida 3808 que contengan alfa-cipermetrina ""ISO"", bendiocarb ""ISO"", bifentrina ..."|"380869 - Productos de la partida 3808 que contengan alfa-cipermetrina ""ISO"", bendiocarb ""ISO"", bifentrina ..."
2050|380890|Raticidas y demás antirroedores, presentados en formas o en envases para la venta al por menor ...|380890 - Raticidas y demás antirroedores, presentados en formas o en envases para la venta al por menor ...
2051|380891|Insecticidas (exc. mercancias de subtitulo 3808.50)|380891 - Insecticidas (exc. mercancias de subtitulo 3808.50)
2052|380892|Fungicidas (exc. mercancias de subtitulo 3808.50|380892 - Fungicidas (exc. mercancias de subtitulo 3808.50
2053|380893|Hervicidas, productos anti-brote, y reguladores de crecimiento de plantas (exc. mercancias ...|380893 - Hervicidas, productos anti-brote, y reguladores de crecimiento de plantas (exc. mercancias ...
2054|380894|Desinfectantes (exc. mercancias de subtitulo 3808.50)|380894 - Desinfectantes (exc. mercancias de subtitulo 3808.50)
2055|380899|Rodenticidas y otros productos protectores de plantas de venta al por menor o las preparaciones ...|380899 - Rodenticidas y otros productos protectores de plantas de venta al por menor o las preparaciones ...
2056|380910|Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...|380910 - Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...
2057|380991|Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...|380991 - Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...
2058|380992|Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...|380992 - Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...
2059|380993|Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...|380993 - Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes ...
2060|381010|Preparaciones para el decapado de metal; pastas y polvos para soldar, constituidos por metal ...|381010 - Preparaciones para el decapado de metal; pastas y polvos para soldar, constituidos por metal ...
2061|381090|Flujos desoxidantes y demás preparaciones auxiliares para soldar metal; preparaciones de los ...|381090 - Flujos desoxidantes y demás preparaciones auxiliares para soldar metal; preparaciones de los ...
2062|381111|Preparaciones antidetonantes para gasolina, a base de compuestos de plomo|381111 - Preparaciones antidetonantes para gasolina, a base de compuestos de plomo
2063|381119|Preparaciones antidetonantes para gasolina (exc. a base de compuestos de plomo)|381119 - Preparaciones antidetonantes para gasolina (exc. a base de compuestos de plomo)
2064|381121|Aditivos para aceites lubricantes, que contengan aceites de petróleo o de mineral bituminoso|381121 - Aditivos para aceites lubricantes, que contengan aceites de petróleo o de mineral bituminoso
2065|381129|Aditivos para aceites lubricantes, que no contengan aceites de petróleo o de mineral bituminoso|381129 - Aditivos para aceites lubricantes, que no contengan aceites de petróleo o de mineral bituminoso
2066|381190|Inhibidores de oxidación, aditivos peptizantes, mejoradores de viscosidad, anticorrosivos y ...|381190 - Inhibidores de oxidación, aditivos peptizantes, mejoradores de viscosidad, anticorrosivos y ...
2067|381210|Aceleradores de vulcanización preparados|381210 - Aceleradores de vulcanización preparados
2068|381220|Plastificantes compuestos para caucho o plástico, n.c.o.p.|381220 - Plastificantes compuestos para caucho o plástico, n.c.o.p.
2069|381230|Preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico|381230 - Preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico
2070|381231|Mezclas de oligómeros de 2,2,4-trimetil-1,2-dihidroquinolina (TMQ)|381231 - Mezclas de oligómeros de 2,2,4-trimetil-1,2-dihidroquinolina (TMQ)
2071|381239|Preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico (excepto ...|381239 - Preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico (excepto ...
2072|381300|Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras|381300 - Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras
2073|381400|Disolventes y diluyentes orgánicos compuestos, no expresados ni comprendidos en otra parte; ...|381400 - Disolventes y diluyentes orgánicos compuestos, no expresados ni comprendidos en otra parte; ...
2074|381511|Catalizadores sobre soporte, con níquel o sus compuestos como sustancia activa, n.c.o.p.|381511 - Catalizadores sobre soporte, con níquel o sus compuestos como sustancia activa, n.c.o.p.
2075|381512|Catalizadores sobre soporte, con metal precioso o sus compuestos como sustancia activa, n.c.o.p.|381512 - Catalizadores sobre soporte, con metal precioso o sus compuestos como sustancia activa, n.c.o.p.
2076|381519|Catalizadores sobre soporte, n.c.o.p. (exc. con níquel o sus compuestos o con metal precioso ...|381519 - Catalizadores sobre soporte, n.c.o.p. (exc. con níquel o sus compuestos o con metal precioso ...
2077|381590|Iniciadores y aceleradores de reacción y preparaciones catalíticas, n.c.o.p. (exc. aceleradores ...|381590 - Iniciadores y aceleradores de reacción y preparaciones catalíticas, n.c.o.p. (exc. aceleradores ...
2078|381600|Cementos, morteros, hormigones y preparaciones similares, refractarios, (excepto los productos ...|381600 - Cementos, morteros, hormigones y preparaciones similares, refractarios, (excepto los productos ...
2079|381700|Mezclas de alquilbencenos y mezclas de alquilnaftalenos (excepto las de las partidas 2707 ó 2902)|381700 - Mezclas de alquilbencenos y mezclas de alquilnaftalenos (excepto las de las partidas 2707 ó 2902)
2080|381710|Mezclas de alquilbencenos.|381710 - Mezclas de alquilbencenos.
2081|381720|Mezclas de alquilnaftalenos.|381720 - Mezclas de alquilnaftalenos.
2082|381800|Elementos químicos dopados para uso en electrónica, en discos, obleas (wafers) o formas análogas; ...|381800 - Elementos químicos dopados para uso en electrónica, en discos, obleas (wafers) o formas análogas; ...
2083|381900|Líquidos para frenos hidráulicos y demás líquidos preparados para transmisiones hidráulicas, ...|381900 - Líquidos para frenos hidráulicos y demás líquidos preparados para transmisiones hidráulicas, ...
2084|382000|Preparaciones anticongelantes y líquidos preparados para descongelar|382000 - Preparaciones anticongelantes y líquidos preparados para descongelar
2085|382100|Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos ...|382100 - Medios de cultivo preparados para el desarrollo o mantenimiento de microorganismos (incluidos ...
2086|382200|Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico ...|382200 - Reactivos de diagnóstico o de laboratorio sobre cualquier soporte y reactivos de diagnóstico ...
2087|382311|Ácido esteárico, industrial|382311 - Ácido esteárico, industrial
2088|382312|Ácido oleico, industrial|382312 - Ácido oleico, industrial
2089|382313|"Ácidos grasos del ""tall-oil"", industriales"|"382313 - Ácidos grasos del ""tall-oil"", industriales"
2090|382319|Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado (exc. ácido esteárico, ...|382319 - Ácidos grasos monocarboxílicos industriales; aceites ácidos del refinado (exc. ácido esteárico, ...
2091|382370|Alcoholes grasos industriales|382370 - Alcoholes grasos industriales
2092|382410|Preparaciones aglutinantes para moldes o núcleos de fundición|382410 - Preparaciones aglutinantes para moldes o núcleos de fundición
2093|382420|Ácidos nafténicos, sus sales insolubles en agua y sus ésteres|382420 - Ácidos nafténicos, sus sales insolubles en agua y sus ésteres
2094|382430|Carburos metálicos, sin aglomerar, mezclados entre sí o con aglutinantes metálicos|382430 - Carburos metálicos, sin aglomerar, mezclados entre sí o con aglutinantes metálicos
2095|382440|Aditivos preparados para cementos, morteros u hormigones|382440 - Aditivos preparados para cementos, morteros u hormigones
2096|382450|Morteros y hormigones, no refractarios|382450 - Morteros y hormigones, no refractarios
2097|382460|"Sorbitol (exc. D-glucitol ""sorbitol"")"|"382460 - Sorbitol (exc. D-glucitol ""sorbitol"")"
2098|382471|"Mezclas que contengan clorofluorocarbono ""CFCs"" que no contengan hidroclorofluorocarbono ""HCFCs"", ..."|"382471 - Mezclas que contengan clorofluorocarbono ""CFCs"" que no contengan hidroclorofluorocarbono ""HCFCs"", ..."
2099|382472|Mezclas que contengan bromoclorodiflurometano, bromotrifluorometano o dibrometetrafluoroetano|382472 - Mezclas que contengan bromoclorodiflurometano, bromotrifluorometano o dibrometetrafluoroetano
2100|382473|"Mezclas que contengan hidrobromofluorocarbono ""HBFCs"""|"382473 - Mezclas que contengan hidrobromofluorocarbono ""HBFCs"""
2101|382474|"Mezclas que contengan hidroclorofluorocarbono ""HCFCs"", que no contengan perflurocarbono ""PFCs"" ..."|"382474 - Mezclas que contengan hidroclorofluorocarbono ""HCFCs"", que no contengan perflurocarbono ""PFCs"" ..."
2102|382475|Mezclas que contengan carbono tetraclorado|382475 - Mezclas que contengan carbono tetraclorado
2103|382476|"Mezclas que contengan 1,1,1- tricloroetano ""methyl cloroformo"""|"382476 - Mezclas que contengan 1,1,1- tricloroetano ""methyl cloroformo"""
2104|382477|"Mezclas que contengan bromometano ""methyl bromodo"" o bromoclorometano"|"382477 - Mezclas que contengan bromometano ""methyl bromodo"" o bromoclorometano"
2105|382478|"Mezclas que contengan perfluorocarbonos ""PFCs"" o hidrofluorocarbonos ""HFCs"" pero sin contener ..."|"382478 - Mezclas que contengan perfluorocarbonos ""PFCs"" o hidrofluorocarbonos ""HFCs"" pero sin contener ..."
2106|382479|Mezclas que contengan halogenados derivados del metano, etano o propano (exc. de subtitulo ...|382479 - Mezclas que contengan halogenados derivados del metano, etano o propano (exc. de subtitulo ...
2107|382481|"Mezclas y preparaciones que contengan oxirano ""etano oxido"""|"382481 - Mezclas y preparaciones que contengan oxirano ""etano oxido"""
2108|382482|"Mezclas y preparaciones que contengan policloronato bifenils ""PCBs"", policlorinato terfenils ..."|"382482 - Mezclas y preparaciones que contengan policloronato bifenils ""PCBs"", policlorinato terfenils ..."
2109|382483|"Mezclas y preparaciones que contengan tris ""2,3-dibromopropil fosfato"|"382483 - Mezclas y preparaciones que contengan tris ""2,3-dibromopropil fosfato"
2110|382484|Que contengan aldrina (ISO), canfecloro (ISO) (toxafeno), clordano (ISO), clordecona (ISO), ...|382484 - Que contengan aldrina (ISO), canfecloro (ISO) (toxafeno), clordano (ISO), clordecona (ISO), ...
