Subsector|Afganistán|Albania|Alemania|Andorra|Angola|Anguila|Antigua y Barbuda|Arabia Saudita|Argelia|Argentina|Armenia|Aruba|Australia|Austria|Azerbaiyán|Bahamas|Bahréin|Bangladesh|Barbados|Belice|Benín|Bermudas|Bielorrusia|Bolivia|Bosnia|Botsuana|Brasil|Brunéi|Bulgaria|Burkina Faso|Burundi|Bután|Bélgica|Cabo Verde|Camboya|Camerún|Canadá|Chad|Chile|China|Chipre|Comoras|Congo|Corea del Sur|Costa Rica|Costa de Marfil|Croacia|Cuba|Dinamarca|Dominica|Ecuador|Egipto|El Salvador|Emiratos Árabes Unidos|Eritrea|Eslovaquia|Eslovenia|España|Estados Unidos|Estonia|Etiopía|Filipinas|Finlandia|Fiyi|Francia|Gabón|Gambia|Georgia|Ghana|Gibraltar|Granada|Grecia|Groenlandia|Guam|Guatemala|Guinea|Guinea-Bisáu|Guyana|Haití|Honduras|Hungría|India|Indonesia|Iraq|Irlanda|Irán|Islandia|Islas Caimán|Islas Turcas y Caicos|Israel|Italia|Jamaica|Japón|Jordania|Kazajistán|Kenia|Kirguistán|Kuwait|Laos|Lesoto|Letonia|Liberia|Libia|Lituania|Luxemburgo|Líbano|Macao|Madagascar|Malasia|Maldivas|Malta|Malí|Marruecos|Mauricio|Mauritania|Micronesia|Moldavia|Mongolia|Montenegro|Montserrat|Mozambique|Myanmar|México|Nicaragua|Noruega|Nueva Zelanda|Níger|Omán|Pakistán|Palaos|Palestina|Paraguay|Países Bajos|Perú|Polonia|Portugal|Qatar|Reino Unido|República Centroafricana|República Checa|República Democratica del Congo|República Dominicana|Ruanda|Rumania|Rusia|San Cristóbal Y Nieves|San Marino|Senegal|Serbia|Seychelles|Sierra Leona|Singapur|Siria|Somalia|Sri Lanka|Sudáfrica|Sudán|Suecia|Suiza|Surinam|Tailandia|Taiwán|Tanzania|Tayikistán|Togo|Tokelau|Tonga|Trinidad y Tobago|Turkmenistán|Turquía|Tuvalu|Túnez|Ucrania|Uganda|Uruguay|Uzbekistán|Vanuatu|Venezuela|Vietnam|Yemen|Yibuti|Zambia|Zimbabue
Ropa interior y pijamas|0.35963613|0.62389714|0.80239457|0.58013344|0.32921731|0.42900932|0.34027505|0.66934234|0.63516277|0.26458523|0.49316543|0.45452544|0.63683045|0.73160923|0.66985703|0.21922103|0.57491398|0.39536047|0.41924822|0.62094414|0.23834467|0.75247049|0.42345226|0.54520571|0.49204683|0.37741321|0.44879368|0.64241827|0.44637662|0.20307709|0.22875053|0.40709037|0.41873521|0.186272|0.14183292|0.45741719|0.69757855|0.24466336|0.64776814|0.27072477|0.58324766|0.44860855|0.26497993|0.78479564|0.71550989|0.30599675|0.0|0.53598547|0.74116778|0.39843762|0.56335765|0.12754735|0.61982548|0.69727546|0.14339659|0.47726771|0.63708651|0.72623515|0.78866738|0.55440193|0.32722986|0.1665685|0.54862994|0.3480857|0.70873451|0.29215029|0.14673749|0.6293143|0.53852618|0.36157674|0.42442632|0.76205242|0.47698206|0.36341643|0.61670762|0.4102183|0.40400642|0.35619944|0.56784362|0.55491644|0.58137155|0.39606297|0.41960984|0.52396882|0.70888329|0.0085489061|0.60967648|0.31643337|0.28338212|0.62634999|0.68173146|0.44170588|0.55789661|0.44973847|0.64843476|0.39140972|0.74873513|0.77486217|0.20883963|0.53829664|0.47238788|0.34762478|0.0|0.35394564|0.58614147|0.56624746|0.57967365|0.1544738|0.39345741|0.54608607|0.66131055|0.11995328|0.37273946|0.48184013|0.23582169|0.47430605|0.5248841|0.43332899|0.66961634|0.25620669|0.46989936|0.22378398|0.53261364|0.34648311|0.54874581|0.58720553|0.22660317|0.59468371|0.28131938|0.22047123|0.46467906|0.39476448|0.63687825|0.50101966|0.65908039|0.58748591|0.5598073|0.70220482|0.14294292|0.67798597|0.28390506|0.38465059|0.37291813|0.53268152|0.6428231|0.14880762|0.0|0.25650358|0.44508022|0.4046658|0.16372193|0.38803717|0.22091162|0.29258117|0.32714441|0.64214838|0.57066768|0.71851051|0.80729377|0.28601468|0.18109353|0.4871822|0.46083662|0.45072865|0.39733517|0.1620106|0.40960962|0.61487257|0.21682462|0.27737802|0.44107935|0.36859739|0.48728031|0.49991423|0.45410457|0.23456591|0.3981021|0.75802779|0.20469993|0.43257353|0.35325882|0.43012127|0.26371467
Seguridad|0.20725897|0.059512936|0.14950597|0.033079937|0.37549224|0.44954044|0.27096599|0.39382476|0.056968845|0.19818118|0.051474765|0.38131005|0.12879279|0.30998418|0.051777966|0.24304387|0.27558169|0.17406321|0.70408708|0.15306175|0.12769121|0.96327746|0.13808803|0.50640553|0.14370662|0.31853044|0.14503501|0.36445332|0.5897193|0.35211319|0.37263072|0.10233709|0.35584736|0.60491127|0.48094463|0.080121152|0.2970466|0.097570494|0.31348228|0.20940951|0.11692107|0.026976349|0.073363155|0.14200072|0.12607576|0.032812286|0.0|0.31014541|0.18811637|0.30498356|0.076558076|0.0|0.27066833|0.24464765|0.053515859|0.18260977|0.22354195|0.3010444|0.17170741|0.34176809|0.069260649|0.10567509|0.43667886|0.33799335|0.25146949|0.28970766|0.81879139|0.24340948|0.144435|0.38127384|0.079478137|0.10008122|0.52618748|0.14786778|0.21534848|0.047989827|0.18009728|0.16311213|0.27002275|0.40721965|0.16200837|0.08195781|0.20799366|0.091142803|0.43589991|0.082336232|0.2952587|0.70331204|0.23642559|0.11005262|0.33368045|0.3056401|0.29766577|0.15863481|0.097152062|0.26110971|0.10984924|0.31858966|0.40877044|0.29666823|0.3797695|0.09897086|0.0|0.25752547|0.24395406|0.16645497|0.45294636|0.48628724|0.24326131|0.47235823|0.16246837|0.12645765|0.18902768|0.33563107|0.10327835|0.58231127|0.022823613|0.30264878|0.29503128|0.74264163|0.32688496|0.15015319|0.068509519|0.35591421|0.37481868|0.34671137|0.063172936|0.14035213|0.062978297|0.2457428|0.30998832|0.28371763|0.36831862|0.14757811|0.22787821|0.28093898|0.023770401|0.41360676|0.20510936|0.34330374|0.21549276|0.25056863|0.35632986|0.21799055|0.17589279|0.4783445|0.0|0.33731967|0.12124684|0.20787075|0.067620911|0.49833095|0.075805604|0.15648761|0.35284388|0.28559548|0.14863077|0.30518058|0.31397456|0.64987743|0.15394506|0.20471267|0.26329798|0.18559405|0.075244844|0.73139596|0.11166863|0.42889604|0.026787929|0.1658161|0.10641381|0.27019534|0.18257193|0.34754485|0.030518215|0.043906443|0.36484098|0.16939813|0.36643678|0.075006738|0.052697286|0.36337709|0.043986939
Semillas y frutos oleaginosos|0.54062068|0.54267859|0.74781632|0.32688457|0.48206535|0.46630973|0.33086649|0.75769901|0.82540357|0.87921715|0.46880144|0.31738836|0.21713206|0.62685901|0.62651217|0.2074582|0.2881937|0.77852964|0.71873641|0.42781156|0.40565687|0.3687478|0.86243248|0.28989208|0.47524863|0.54078138|0.34909138|0.57505071|0.51066291|0.27739397|0.59830189|0.39035529|0.77526075|0.46034262|0.34757033|0.27281883|0.32413739|0.18518527|0.3661063|0.79345649|0.73317087|0.44480067|0.3783417|0.60858727|0.77845925|0.32391828|0.0|0.39847112|0.24543709|0.33418041|0.57766348|0.67698961|0.50686842|0.77386051|0.37929133|0.30307811|0.36054575|0.74659705|0.21087331|0.27726403|0.4151926|0.56795049|0.5205043|0.4202792|0.42327368|0.36225489|0.55856752|0.3921929|0.37442428|0.15304133|0.38246167|0.66213715|0.22842073|0.015830079|0.60277289|0.18469353|0.49629334|0.47291517|0.32466125|0.66607177|0.47699276|0.54610139|0.66963148|0.64172512|0.43177116|0.86189598|0.40116149|0.29551527|0.84976161|0.63236481|0.61142504|0.53010142|0.75637603|0.82756609|0.41293547|0.44825119|0.35610723|0.63623261|0.40403593|0.56645709|0.47459531|0.15376474|0.0|0.32225269|0.27763683|0.75927651|0.36320442|0.27268293|0.74364841|0.41679513|0.41523606|0.34596997|0.63031733|0.38680094|0.36240792|0.41938877|0.55193758|0.32514271|0.4644464|0.6679067|0.44710761|0.3109248|0.54495442|0.52234584|0.52399957|0.34426644|0.40477538|0.56204343|0.85845375|0.34134865|0.58812368|0.41601133|0.82684696|0.59310687|0.49594194|0.82981092|0.59408695|0.55785537|0.31762475|0.47340351|0.27037516|0.42082244|0.56362677|0.52948964|0.59274864|0.3176676|0.0|0.23985171|0.36433285|0.46457076|0.21557176|0.25891578|0.77641523|0.19047172|0.51579142|0.247886|0.18728618|0.38057253|0.51642203|0.29639226|0.73219216|0.72611606|0.29796943|0.63617319|0.29634586|0.68208283|0.32195723|0.5395999|0.48244399|0.77952367|0.26986068|0.85815012|0.50427008|0.50240153|0.52106369|0.57555938|0.37281901|0.84199393|0.63293076|0.46826547|0.26820147|0.40420175|0.63705766
Subproductos de origen animal (avícola)|0.63964355|0.14425145|0.5469982|0.54399681|0.11515385|0.16897662|0.32839465|0.63096714|0.15578766|0.12053651|0.47760543|0.51436806|0.18515371|0.32058713|0.3015644|0.65208209|0.68678498|0.58040977|0.71434039|0.28784579|0.18409601|0.61450076|0.18726492|0.16439906|0.17853874|0.31402916|0.27207053|0.58909285|0.30766737|0.33586842|0.43454903|0.036411799|0.45465499|0.47406939|0.27067649|0.48101562|0.17000932|0.14333126|0.17778325|0.1730189|0.29930359|0.64335597|0.44531897|0.37243032|0.28522199|0.57612967|0.0|0.4846372|0.54302353|0.10377938|0.19788486|0.12973951|0.31095332|0.65149009|0.090136409|0.25945315|0.13362944|0.31758302|0.094007812|0.46076965|0.076752856|0.22799999|0.21293317|0.15895125|0.20215204|0.32216269|0.73747224|0.15435283|0.1250927|0.79969883|0.19640924|0.45624924|0.612629|0.14786778|0.30860871|0.36261731|0.80051976|0.41302472|0.45204857|0.48054165|0.50581557|0.061032288|0.3943398|0.66707873|0.21799065|0.54196864|0.13127521|0.49435067|0.77918601|0.26861832|0.34999365|0.87052846|0.39633203|0.11866648|0.37493432|0.17609869|0.54272169|0.56398273|0.22428614|0.23529527|0.37374997|0.69030887|0.0|0.32895783|0.45740482|0.16420767|0.56701767|0.3849321|0.055431396|0.78305066|0.30383337|0.61489654|0.049756918|0.10467381|0.53145832|0.77775168|0.45594674|0.58394837|0.27490219|0.17768759|0.60008699|0.43661317|0.37166494|0.40009022|0.17563623|0.25002885|0.24788311|0.64556611|0.17255281|0.62271935|0.80380118|0.41378909|0.47101253|0.21916494|0.29027069|0.13075539|0.4997921|0.25772527|0.68983334|0.46194264|0.28661162|0.27785498|0.39294684|0.42722109|0.54091489|0.18873495|0.0|0.65491331|0.29133755|0.5947836|0.8390609|0.57003701|0.80982804|0.48505712|0.086029232|0.11749062|0.28633189|0.26582327|0.41429377|0.6207397|0.14990407|0.28982186|0.11620463|0.40784085|0.26459795|0.68881679|0.6719979|0.65123194|0.41930413|0.27002937|0.65842742|0.2096394|0.1658809|0.38326645|0.17231885|0.30779275|0.55685055|0.30020255|0.51538336|0.22390041|0.40235806|0.1942109|0.49532723
Subproductos de origen animal (otros)|0.094462156|0.28534797|0.40816456|0.14888421|0.4737156|0.70115936|0.24066716|0.07226114|0.22918224|0.45917535|0.3339797|0.21378158|0.16977733|0.36173981|0.14235067|0.28916782|0.080036461|0.23671427|0.090489164|0.20425554|0.60442829|0.18550754|0.24875623|0.24534026|0.16838898|0.30599988|0.52095127|0.1223188|0.34089187|0.077044621|0.23236293|0.24211143|0.19906774|0.17769209|0.25496319|0.14628606|0.1652196|0.21525702|0.18027091|0.50642467|0.17671722|0.33547857|0.75537926|0.52744842|0.33625579|0.36071801|0.0|0.19926438|0.59402323|0.34727323|0.53737503|0.22963479|0.20023727|0.1068397|0.1455408|0.21156508|0.2081324|0.3842456|0.12010766|0.21223357|0.17015344|0.19551983|0.23213093|0.10945544|0.33060044|0.34883565|0.093670301|0.25753903|0.57984418|0.58219677|0.17888668|0.20540908|0.12531485|0.14786778|0.19918104|0.097216941|0.28949791|0.083591171|0.26005247|0.23952606|0.25366428|0.16760799|0.25771394|0.062739059|0.25534368|0.30124468|0.36901122|0.16077307|0.31984514|0.093419932|0.26049736|0.13806392|0.57834142|0.1505594|0.13720413|0.19308192|0.30129206|0.13430309|0.21244989|0.2430106|0.2194024|0.43411192|0.0|0.23077714|0.1681881|0.23878601|0.5463782|0.22369942|0.13544592|0.17069918|0.1431421|0.15908578|0.45675844|0.37347275|0.074435778|0.071785852|0.29042283|0.09963122|0.25043404|0.052874461|0.1074101|0.43945599|0.49603739|0.20391259|0.32632846|0.25894922|0.078681216|0.13283516|0.29152888|0.35912138|0.19835329|0.44559294|0.42630908|0.36043936|0.4434405|0.41721842|0.11161321|0.1622452|0.24386454|0.32815397|0.33468056|0.15386051|0.1338433|0.28981769|0.18840043|0.50454861|0.0|0.085539892|0.18023637|0.38161597|0.43305999|0.34180364|0.1923181|0.14462757|0.29502752|0.65603465|0.068164587|0.19627225|0.28290355|0.18019566|0.33307868|0.41786367|0.13945806|0.10354052|0.11871423|0.72393203|0.22922683|0.073269129|0.06995064|0.27985495|0.10641381|0.15526497|0.18940526|0.19111924|0.36074269|0.19648364|0.30170667|0.46974874|0.29716536|0.090587355|0.033911888|0.32891384|0.30861846
Suéteres y chalecos|0.62330133|0.43774655|0.87099743|0.67426491|0.27692914|0.2432498|0.27784324|0.43813944|0.55778474|0.45409548|0.67344904|0.56883216|0.6393683|0.78287673|0.56491262|0.1394864|0.43575644|0.12785114|0.2446577|0.76130164|0.26201767|0.64729238|0.6535002|0.38800409|0.603688|0.29880351|0.4003146|0.30078289|0.46145016|0.14353558|0.17093071|0.49281564|0.66271019|0.42083561|0.16155106|0.41648683|0.76694191|0.1958787|0.67561245|0.4202072|0.75345802|0.13389896|0.22371212|0.84987926|0.46699995|0.2433877|0.0|0.22506942|0.82685852|0.26310229|0.4865672|0.56086159|0.29028755|0.71747535|0.2967397|0.60637182|0.67360675|0.82761192|0.81056291|0.60723621|0.25083542|0.27339894|0.55591339|0.23140454|0.82754683|0.31014633|0.075225748|0.67682052|0.28298151|0.35532868|0.42743933|0.73815489|0.53778207|0.4888528|0.43891981|0.40379053|0.31969211|0.26385826|0.34879354|0.38831741|0.67198932|0.44742113|0.37277293|0.56534022|0.83304179|0.087953329|0.71387452|0.12049193|0.097840913|0.62358171|0.80557758|0.26308048|0.81375021|0.50051063|0.60126764|0.34066069|0.73265064|0.71839815|0.15905374|0.37629807|0.62813568|0.43064529|0.0|0.6096136|0.68246162|0.58417475|0.70875669|0.14761129|0.35972819|0.29218113|0.73818636|0.10713881|0.41369721|0.4274199|0.16555585|0.21489885|0.47578359|0.4003709|0.61284852|0.16683778|0.31215045|0.24940965|0.63115203|0.61005831|0.67034507|0.60163307|0.17010047|0.33702752|0.20907426|0.085561261|0.27449903|0.40659863|0.7902745|0.41085848|0.74823189|0.5790301|0.59796023|0.76388025|0.35846093|0.70431638|0.16916646|0.33724284|0.48921418|0.4775542|0.67847586|0.17957023|0.0|0.20322053|0.46671462|0.19106297|0.23532999|0.3936182|0.15945479|0.27626678|0.17893025|0.65010089|0.40296271|0.81761348|0.91393751|0.24222118|0.2257486|0.62097538|0.39471978|0.38680744|0.21399596|0.11945752|0.085831091|0.33197755|0.46105063|0.29440975|0.033390671|0.30500805|0.60756242|0.39545864|0.63557339|0.34496772|0.54525614|0.57950467|0.19052204|0.49554014|0.52086294|0.44745892|0.20600979
T-shirts camisetas|0.33650449|0.58419979|0.78698605|0.47799546|0.49258107|0.56279516|0.48292226|0.5810051|0.30528271|0.47767061|0.54003084|0.5391323|0.65440059|0.79951513|0.450418|0.29815897|0.57239252|0.062296592|0.36796433|0.60765141|0.56383801|0.61222565|0.54576039|0.51347852|0.66953659|0.59732592|0.46525452|0.49457777|0.464194|0.41438717|0.62470198|0.54298264|0.43214905|0.48598665|0.28296044|0.56725407|0.5668447|0.3595961|0.67778695|0.43914175|0.78205025|0.55190247|0.44247219|0.77071512|0.52395552|0.48199606|0.0|0.18033764|0.72036546|0.22800392|0.59343469|0.3851884|0.51886564|0.65937221|0.46873116|0.54029113|0.69796836|0.646191|0.69871324|0.50114769|0.31390363|0.38792533|0.48981833|0.52162683|0.73711866|0.56672323|0.43185052|0.40172434|0.50717336|0.49421844|0.50639063|0.69209051|0.45403451|0.54093379|0.45940572|0.58287692|0.45939896|0.41018754|0.66664159|0.49098149|0.70041668|0.44143894|0.43639594|0.40919113|0.72960663|0.0|0.65410429|0.41961551|0.40340281|0.80521941|0.70108008|0.48395818|0.63633776|0.41921374|0.55432868|0.46220624|0.75889671|0.80021524|0.26214844|0.45332885|0.5907284|0.4743827|0.0|0.43732351|0.59519482|0.5987227|0.73864496|0.34648103|0.50385231|0.72112048|0.72368586|0.25149536|0.38167608|0.48753154|0.47732615|0.55097085|0.44276249|0.51098239|0.72138834|0.41658199|0.5091331|0.27057448|0.6481905|0.85214388|0.53608519|0.59582615|0.49341494|0.40722555|0.23372692|0.53773379|0.34188336|0.51746935|0.68538678|0.47246265|0.68621081|0.40694982|0.7408843|0.69175088|0.40445381|0.72698033|0.53449553|0.27559096|0.60005432|0.61782825|0.61148328|0.42698517|0.0|0.53540623|0.49875712|0.45434734|0.5423407|0.52738589|0.2081991|0.55841619|0.33074543|0.72429454|0.55477637|0.69996119|0.67480111|0.50263953|0.34755099|0.66351199|0.44783214|0.37642917|0.56567883|0.10529416|0.51842821|0.45595974|0.24747898|0.32241094|0.45667583|0.28881475|0.49051595|0.61470687|0.58785409|0.32256508|0.70491523|0.60911965|0.24938166|0.36623788|0.34887317|0.60739207|0.39277464
Tabaco|0.27772674|0.037417069|0.60046625|0.61312318|0.36728114|0.10331649|0.39969471|0.066868693|0.30748171|0.38704875|0.89050388|0.14950499|0.037438273|0.060541231|0.22669414|0.23489767|0.074472114|0.17645052|0.10919608|0.35439438|0.064106151|0.0099618621|0.075340204|0.22659537|0.13829261|0.49369675|0.2509172|0.016753944|0.51475984|0.16554084|0.24288616|0.23837723|0.59317118|0.018983025|0.47847652|0.018679323|0.21976346|0.55474883|0.2187155|0.54227287|0.079883114|0.22812298|0.023236258|0.59810245|0.20077392|0.81432784|0.0|0.3575753|0.38835549|0.26793024|0.034492131|0.71383214|0.056504499|0.63605243|0.053515859|0.017701995|0.090069279|0.24847735|0.25860894|0.062843561|0.45116606|0.86389315|0.013806575|0.071364611|0.31279677|0.055396233|0.16506766|0.29866213|0.025680708|0.050194193|0.14523479|0.60123837|0.12039289|0.14786778|0.0|0.14704961|0.10012503|0.14003132|0.37831518|0.35527477|0.60292089|0.24922228|0.7143907|0.20689917|0.026551224|0.66112512|0.026580987|0.22951925|0.066695176|0.10735717|0.38650334|0.18441699|0.42435575|0.69581401|0.43051547|0.6421814|0.18362513|0.038337626|0.53410649|0.37005317|0.049346663|0.11419642|0.0|0.62407124|0.62031221|0.69188154|0.066331387|0.29191288|0.12004107|0.1467599|0.093890354|0.25761712|0.28527957|0.010828062|0.40107268|0.071785852|0.36597407|0.019172242|0.023845593|0.032605466|0.36307988|0.49058828|0.10143181|0.89434814|0.0054429658|0.048006907|0.0|0.073133521|0.63506556|0.027206896|0.50874084|0.73223698|0.47585094|0.011792813|0.77925169|0.55580658|0.09585543|0.13764445|0.71950561|0.32512152|0.28173533|0.95367193|0.36221156|0.63421738|0.71914399|0.18645176|0.0|0.64360231|0.62404627|0.37230545|0.041106168|0.28836539|0.368038|0.34343874|0.5325737|0.51485956|0.40877873|0.22347629|0.47681493|0.32871073|0.03186385|0.62380683|0.42818993|0.13992336|0.13051899|0.37842348|0.054958545|0.57133716|0.0|0.69071376|0.10641381|0.69716191|0.70136559|0.0|0.57820928|0.54073137|0.10001916|0.2767837|0.57982898|0.56477666|0.17219263|0.17684114|0.48124158
Tanques y vehículos blindados de combate|0.4218753|0.40870923|0.0|0.033079937|0.13755971|0.33005488|0.02079205|0.0|0.46697742|0.022306334|0.010821216|0.0|0.61951423|0.0|0.0|0.095229775|0.018586515|0.33945578|0.0090578059|0.043680295|0.6932252|0.015836375|0.075340204|0.20057909|0.0|0.95166969|0.33033532|0.016753944|0.034090884|0.54172075|0.2375561|0.0|0.15610221|0.083687879|0.016165793|0.20805129|0.65650594|0.67140639|0.027681785|0.010393226|0.0|0.026976349|0.22119796|0.32150984|0.0095341476|0.46864742|0.0|0.11201528|0.53130227|0.053870119|0.055792153|0.1774012|0.01488684|0.004158834|0.053515859|0.32136595|0.0096961567|0.4048489|0.3186363|0.31044155|0.095643654|0.31768513|0.0|0.097622976|0.0|0.60001016|0.10992632|0.028725334|0.30205283|0.050194193|0.024725189|0.0|0.14757541|0.14786778|0.029750038|0.26342076|0.030043298|0.013991641|0.32248679|0.059849933|0.0076177651|0.0082053766|0.55336201|0.52724367|0.0|0.027946977|0.0|0.0|0.0|0.0|0.0|0.52585632|0.35084969|0.56375688|0.013783135|0.44498909|0.016673068|0.024361271|0.23544049|0.075706825|0.4044345|0.092817478|0.0|0.77085268|0.12526608|0.0|0.032830872|0.078020185|0.031117912|0.0|0.020598188|0.57501346|0.0|0.0|0.20470238|0.071785852|0.010573484|0.0|0.21161109|0.10867366|0.11606703|0.060364649|0.03576991|0.04516137|0.54621458|0.13519472|0.76173657|0.62936354|0.074912623|0.0497039|0.17086591|0.01593197|0.3232269|0.015680788|0.1898559|0.15080069|0.0|0.010921382|0.36836246|0.0094501376|0.77219856|0.026678698|0.020196494|0.44560939|0.0|0.044779785|0.0|0.62104964|0.0085458737|0.021149592|0.028588116|0.0096685877|0.38658863|0.64688563|0.055605512|0.1994656|0.19923988|0.0077697621|0.6251117|0.078525573|0.59181345|0.19996968|0.039316669|0.74872947|0.51252782|0.083267093|0.054958545|0.017336927|0.0|0.0093933707|0.10641381|0.37327263|0.0|0.92293262|0.0083677592|0.010577376|0.10001916|0.15350975|0.0064117578|0.011311049|0.0655801|0.20681916|0.015402438
Tapicería|0.023000954|0.074333936|0.25062659|0.013951726|0.25772136|0.10331649|0.02079205|0.20548329|0.046419792|0.048939634|0.06829682|0.0|0.42353547|0.22060186|0.026333924|0.086210087|0.02975316|0.028413832|0.039453056|0.043680295|0.043325182|0.14579502|0.25188935|0.28494555|0.031181809|0.12409648|0.10042059|0.073649071|0.053876787|0.11004989|0.10450035|0.11163704|0.061762728|0.10514127|0.36634523|0.10577286|0.27504683|0.033569001|0.18935896|0.25077665|0.097458228|0.16419151|0.13281895|0.26331842|0.050132971|0.0|0.0|0.11201528|0.27863124|0.053870119|0.11875883|0.07943625|0.22252147|0.21864715|0.053515859|0.022850564|0.039288394|0.21927047|0.40805528|0.0056013614|0.14842555|0.28625882|0.22268516|0.051792212|0.439565|0.12205154|0.0199809|0.45153624|0.041786656|0.050194193|0.19388282|0.2297105|0.10170615|0.14786778|0.33688366|0.058419917|0.030043298|0.066983357|0.017656174|0.30908421|0.1483501|0.19618636|0.030336853|0.029725935|0.23862427|0.1265184|0.15356922|0.0|0.3538087|0.25179702|0.1159656|0.074732296|0.17737207|0.048711412|0.14097881|0.058037102|0.12380302|0.1738818|0.13010186|0.1584374|0.017186724|0.20643401|0.0|0.070200771|0.31496668|0.050303847|0.032830872|0.21048331|0.065713055|0.0|0.31533271|0.013841856|0.36632174|0.054290477|0.090959556|0.071785852|0.040800087|0.0037877646|0.01092294|0.10867366|0.0|0.27273789|0.13635834|0.098728247|0.24828035|0.35839221|0.12595597|0.031674299|0.027189463|0.0497039|0.74496317|0.38353515|0.1201625|0.27125299|0.22017291|0.18365601|0.04711131|0.22764078|0.052114442|0.16781935|0.0|0.039214395|0.020196494|0.018977346|0.12311588|0.044779785|0.0|0.42952183|0.053476885|0.092090875|0.17851311|0.12286758|0.022369124|0.014374229|0.080676123|0.34773642|0.19686416|0.21083421|0.45295376|0.020198869|0.089776441|0.17865115|0.10464506|0.023522243|0.092040963|0.37842348|0.054958545|0.085653156|0.024579803|0.20665807|0.10641381|0.041506186|0.012001336|0.16259594|0.14274515|0.19884348|0.26852405|0.064499632|0.13875185|0.011311049|0.0|0.078946181|0.089888431
Telas y tejidos|0.73217267|0.98099935|0.32604069|0.50484633|0.58869714|0.42491281|0.30739248|0.52137738|0.80599749|0.65275228|0.83896565|0.26452714|0.50417978|0.53941631|0.65806031|0.23038775|0.26254502|1.0|0.32683253|0.4578622|0.75381064|0.17043954|0.85392642|0.58618629|0.79041922|0.48433465|0.69047505|0.42948335|0.63867193|0.57450813|0.69208837|0.90680397|0.23035523|0.39911497|1.0|0.74432099|0.61429369|0.84786606|0.58336389|0.3575303|0.32769096|0.57226366|0.56129742|0.53252548|0.63241321|0.76311707|0.0|0.46598172|0.40023327|0.6316213|0.77730888|0.81807327|0.78346574|0.62005413|0.78477889|0.6011557|0.50131154|0.45152262|0.55417323|0.59128803|0.69257319|0.75785923|0.54622918|0.67710936|0.40814355|0.40530449|0.72650349|0.64501238|0.85606396|0.16463616|0.32474831|0.7241137|0.21966553|0.38821322|0.80394828|0.82376903|0.45643067|0.37708616|1.0|0.57910788|0.48002243|0.68129092|0.83072996|0.78436053|0.49522495|0.70775831|0.37395981|0.22548851|0.33004469|0.5354113|0.60815954|0.39883488|0.32975733|1.0|0.61878949|0.82462788|1.0|0.47076809|0.78621793|0.98939383|0.39599821|0.62604713|0.0|0.79390621|0.344087|0.61331189|0.17164296|1.0|0.29624066|0.47877866|0.32035404|0.98742008|1.0|0.66450286|0.51981175|0.73899519|0.77999359|0.44914252|0.28550589|0.19028023|0.34615725|1.0|0.57092595|1.0|0.46529555|0.61351299|0.62878847|0.53726572|0.35073051|0.29811645|0.42037404|0.58025646|0.42930168|0.72262418|0.72380131|0.74948138|0.52052313|0.47335058|0.26627767|0.58063662|0.58582032|0.61212814|0.76606905|0.70075566|0.67397791|0.31134662|0.0|0.56200397|0.80791479|0.58269709|0.80819035|0.45242494|0.72888905|0.81613326|1.0|0.73954642|0.79195356|0.41675469|0.40530765|0.51110899|0.61522704|0.36231053|0.65715742|0.67955065|0.82889646|0.093426876|0.62053204|0.33807778|0.62459916|0.4574593|0.60665476|1.0|0.81749737|0.6340968|0.59895062|0.51813561|0.69666982|0.82791102|0.86179352|0.83576202|0.85095823|0.54022312|0.63062388
